url,section,title,description,h1,h2_count
https://www.myaifrontdesk.com/platform/ai-phone-receptionist/custom-commands,platform,Custom AI Prompt: Control How Your Receptionist Talks and A…,"Write plain-English instructions to control your AI receptionist's tone, business rules, topics to avoid, and specific phrasing.",Custom AI Prompt: Control How Your Receptionist Talks and Acts,15
https://www.myaifrontdesk.com/platform/ai-phone-receptionist/extension-digits,platform,Extension Digits: Route Callers to Any Department with Pres…,Extension digits let callers press a number to reach a specific department or person. Configure them in the Extension Digits Builder.,Extension Digits: Route Callers to Any Department with Press-to-Transfer,15
https://www.myaifrontdesk.com/platform/ai-phone-receptionist/intake-forms,platform,Intake Forms: Collect Structured Lead Data During Every Call,Intake forms tell the AI to ask a set of questions during a call and save the answers as a ticket. Use them at call start or trigger them on a specific scenari…,Intake Forms: Collect Structured Lead Data During Every Call,15
https://www.myaifrontdesk.com/platform/ai-phone-receptionist/knowledge-base,platform,Knowledge Base: Train Your AI Receptionist on Your Business…,"Add text, paste a website URL, or upload a PDF and the AI learns to answer caller questions accurately on every call.",Knowledge Base: Train Your AI Receptionist on Your Business in Minutes,15
https://www.myaifrontdesk.com/platform/ai-phone-receptionist/multilingual-support,platform,Multilingual Support: Serve Callers in 20+ Languages Automa…,"Frontdesk detects the caller language and responds natively. English, Spanish, French, Portuguese, Mandarin, and 15+ more languages are supported.",Multilingual Support: Serve Callers in 20+ Languages Automatically,15
https://www.myaifrontdesk.com/platform/ai-phone-receptionist/post-call-sms,platform,Post-Call SMS: Automatically Text Callers After Every Conve…,"Send a text message to the caller immediately after the AI receptionist finishes the conversation. Use it for confirmations, links, or next steps.",Post-Call SMS: Automatically Text Callers After Every Conversation,15
https://www.myaifrontdesk.com/platform/ai-phone-receptionist/pronunciation-guides,platform,Pronunciation Guides: Teach the AI to Say Your Brand Name C…,"Correct how the AI pronounces your company name, product names, staff names, or industry terms it mispronounces by default.",Pronunciation Guides: Teach the AI to Say Your Brand Name Correctly,15
https://www.myaifrontdesk.com/platform/ai-phone-receptionist/spam-blocking,platform,"Spam Blocking: Stop Robocalls, Bots, and Junk Callers Autom…","Frontdesk includes robocall detection, blocked number lists, bot-block phrases, and SMS spam filtering so only real callers reach your AI.","Spam Blocking: Stop Robocalls, Bots, and Junk Callers Automatically",15
https://www.myaifrontdesk.com/platform/ai-phone-receptionist/time-controls,platform,Time Controls: Route Calls Differently Based on Business Ho…,Time controls define windows when the AI should route calls differently — like forwarding all calls to a live person during business hours.,Time Controls: Route Calls Differently Based on Business Hours,15
https://www.myaifrontdesk.com/platform/ai-phone-receptionist/voicemail,platform,Voicemail: Let Callers Leave Messages When the AI Cannot He…,"When callers prefer to leave a message, the AI receptionist collects the voicemail and saves it separately in your dashboard.",Voicemail: Let Callers Leave Messages When the AI Cannot Help,15
https://www.myaifrontdesk.com/platform/ai-phone-receptionist/zapier-integration,platform,"Zapier Integration: Connect Your AI Receptionist to 6,000+…","Send call data from your AI receptionist to any app in the Zapier ecosystem — HubSpot, Slack, Google Sheets, and more.","Zapier Integration: Connect Your AI Receptionist to 6,000+ Apps",15
https://www.myaifrontdesk.com/platform/ai-web-chatbot,platform,AI Web Chatbot for Your Site. Frontdesk,"Embed Frontdesk's site chatbot to answer product questions, qualify visitors, capture leads, and book meetings using your live knowledge, no human agent requir…",AI Web Chatbot. Qualify visitors and book appointments in real time.,18
https://www.myaifrontdesk.com/platform/ai-web-voicebot,platform,AI Web Voicebot. Talk-To-Your-Site,"Frontdesk AI Web Voicebot deploys a click-to-talk voice AI agent on your website. Visitors get answers, qualifications, and bookings, all hands-free, in their…","AI Web Voicebot. Talk-to-your-site, in any browser.",17
https://www.myaifrontdesk.com/platform/automated-outbound-calls,platform,AI Outbound Calling. Frontdesk,"Launch CRM-triggered outbound calls with smart variables, live context, and booking flows, Frontdesk helps teams reach more people with personalized AI voice o…",AI Outbound Calling. Reach more people with personalized voice outreach.,16
https://www.myaifrontdesk.com/platform/automated-outbound-sms,platform,Automated Outbound SMS. Frontdesk,"Launch personalized SMS sequences triggered by CRM events. Frontdesk's AI fires the right message at the right time, handles replies, and books straight from t…",Automated Outbound SMS. Personalized SMS campaigns on autopilot.,16
https://www.myaifrontdesk.com/platform/dashboards-reporting,platform,Dashboards & Revenue Reporting. Frontdesk,"Measure what conversations drive: Frontdesk dashboards tie calls, texts, and chats to bookings, pipeline, and saved revenue with channel-level attribution lead…","AI Dashboards. Real-time reporting on leads, calls, and revenue.",18
https://www.myaifrontdesk.com/platform/in-person-meeting-capture,platform,In-Person Meeting Capture. Turn Face-to-Face Conversations…,"Frontdesk In-Person Meeting Capture records, transcribes, and turns face-to-face conversations into structured CRM data automatically. Mobile app, no extra har…",In-Person Meeting Capture. Turn face-to-face conversations into CRM data.,18
https://www.myaifrontdesk.com/platform/pbx-call-capture,platform,PBX Call Capture. Turn Human Calls into CRM Data | Frontdesk,"Frontdesk PBX Call Capture pulls call recordings from 3CX, RingCentral, Dialpad, and other PBX systems, transcribes them, and turns every call into structured…",PBX Call Capture. Turn every human call into CRM data.,18
https://www.myaifrontdesk.com/platform/smart-notifications,platform,Smart Notifications. Frontdesk Alerts,"Smart notifications and alerts powered by AI. Get notified about what matters: hot leads, escalations, missed calls, and ticket priorities, in plain English.",Smart Notifications. Only the alerts that actually matter.,17
https://www.myaifrontdesk.com/platform/smart-tickets,platform,Smart Tickets. Tickets that write themselves,"Frontdesk Smart Tickets writes support tickets from the conversation itself. Detecting the issue, scoring urgency, reading sentiment, and routing to the right…",AI Ticketing. Auto-create and route tickets from every channel.,19
https://www.myaifrontdesk.com/platform/sms-texting-agent,platform,AI SMS Agent. Two-Way Text Automation,"Frontdesk AI SMS Agent handles two-way conversations, books appointments, answers questions, and follows up automatically. Works across SMS, Instagram, Faceboo…","AI SMS Agent. Two-way text automation that books, answers, and converts.",16
https://www.myaifrontdesk.com/platform/website-forms,platform,Smart Website Forms. Frontdesk,"Replace dead-end forms with Frontdesk smart fields that branch by answers, sync to CRM instantly, and trigger AI SMS or call follow-up while intent is still ho…",AI Website Forms. Turn form submissions into CRM leads automatically.,19
https://www.myaifrontdesk.com/pricing,pricing,Frontdesk Pricing. AI Receptionist Plans,"Start free, then scale: Frontdesk bundles AI phone reception, web chat, SMS, CRM, and automations into clear plans, see credits, overages, and what ships on da…",One platform to capture and manage every lead.,18
https://www.myaifrontdesk.com/privacy-policy,privacy-policy,"Privacy Policy | AI Front Desk, Inc.","Read the AI Front Desk, Inc. privacy policy: how we collect, use, store, and protect personal information for myaifrontdesk.com and our AI phone receptionist services. Effective January 1, 2024.","AI FRONT DESK, INC. PRIVACY POLICY",20
https://www.myaifrontdesk.com/retail,retail,"AI for Retail & Ecommerce. Inbound, Outbound, Orders, Retur…","AI front office for retail. 24/7 inbound + outbound across voice, SMS, chat, DM, marketplace. For Shopify, WooCommerce, BigCommerce, Magento, Square, Clover, L…",The AI front office that runs your entire retail and ecommerce business,15
https://www.myaifrontdesk.com/retail/ai-abandoned-cart-recovery,retail,"AI Abandoned Cart Recovery. Voice, SMS, WhatsApp, DM | Frontdesk","24/7 AI cart recovery that calls, texts, and DMs abandoners. Coexists with Klaviyo, Attentive, Postscript, Yotpo. Works with Shopify, WooCommerce, BigCommerce,…","AI abandoned cart recovery that calls, texts, and DMs, and actually converts",20
https://www.myaifrontdesk.com/retail/ai-amazon-seller-support,retail,AI Customer Support for Amazon Sellers. Buy Box Protection | Frontdesk,"AI customer support for Amazon Seller Central, Vendor Central, and FBA. Answers buyer messages within Amazon SLA. Works with Shopify, WooCommerce, BigCommerce,…",AI customer support for Amazon sellers. Protect your response-time SLA and Buy Box,20
https://www.myaifrontdesk.com/retail/ai-order-status-lookup,retail,AI Order Status Lookup. WISMO Automation | Frontdesk,"AI order status lookup. WISMO across voice, chat, SMS, DM, marketplace. Shopify, WooCommerce, BigCommerce, Magento, Square, Clover, ShipStation, AfterShip.",AI order status lookup that answers WISMO instantly across every channel,20
https://www.myaifrontdesk.com/retail/ai-returns-management,retail,"AI Returns Management. Loop, Returnly, Happy Returns | Frontdesk","24/7 AI returns agent that explains policy, issues RMAs, generates labels, and proposes exchanges. Works with Loop Returns, Returnly, Happy Returns, Narvar, Af…","AI returns management that explains policy, issues RMAs, and books pickups. 24/7",20
https://www.myaifrontdesk.com/retail/ai-store-receptionist,retail,AI Store Receptionist for Retail. 24/7 Coverage | Frontdesk,"AI store receptionist that answers calls, chat, DMs, and marketplace messages 24/7. Works with Shopify, WooCommerce, BigCommerce, Magento, Square, Clover.","The AI store receptionist that answers every call, chat, and DM. 24/7",20
https://www.myaifrontdesk.com/retail/klaviyo-ai-integration,retail,Klaviyo AI Integration. Voice + Conversational SMS Augmentation | Frontdesk,Native Klaviyo AI integration. Adds 24/7 voice + outbound + conversational SMS on top of Klaviyo Flows. Enriches Klaviyo CDP with marketplace customers.,Klaviyo AI integration: voice + SMS augmentation for Klaviyo brands,20
https://www.myaifrontdesk.com/retail/reports,retail,Retail AI Reports & Research | Frontdesk,"Retail AI industry reports, benchmarks, comparisons, and buyer guides. Gorgias vs Zendesk, Klaviyo vs Attentive, AI ROI in ecommerce, Shopify ecosystem buyer g…","Industry reports, ROI benchmarks, and AI comparisons for retail brands",12
https://www.myaifrontdesk.com/retail/shopify-ai-integration,retail,Shopify AI Integration. Voice + Outbound for Shopify Plus | Frontdesk,"Native Shopify AI integration with Shopify Admin API, Shopify POS, Shopify Flow. Coexists with Shopify Inbox and Shop AI. Adds voice + outbound + marketplace l…","The AI receptionist for Shopify, Shopify Plus, Shopify POS, and Shopify Flow",20
https://www.myaifrontdesk.com/retail/tools,retail,"Free Retail & Ecommerce AI Tools. ROI Calculator, Prompt Pack & More | Frontdesk","Free interactive AI tools for retail and ecommerce: ROI calculator, prompt library, customer-service script generator, AI playground. Built for Shopify, WooCommerce, BigCommerce, Magento, Square, and Clover merchants.","AI tools, calculators & prompt packs for retail and ecommerce",13
https://www.myaifrontdesk.com/retail/tools/prompt-library,retail,"Retail & Ecommerce AI Prompt Library. WISMO, Returns, Cart Recovery | Frontdesk","Free copy-paste AI prompts for retail and ecommerce: order status, returns, abandoned cart, sizing, wholesale, and marketplace support. Tuned for Shopify, WooCommerce, BigCommerce, Magento, Amazon, and Klaviyo.",Retail & Ecommerce AI Prompt Library,14
https://www.myaifrontdesk.com/retail/tools/roi-calculator,retail,Retail & Ecommerce AI ROI Calculator. Hours & Cost Saved | Frontdesk,"Free interactive calculator: estimate CX hours saved, cost savings, and payback period from running AI customer service for your Shopify, WooCommerce, BigCommerce, Magento, Square, or Clover store.",Retail & Ecommerce AI ROI Calculator,14
https://www.myaifrontdesk.com/retail/woocommerce-ai-integration,retail,WooCommerce AI Integration. Voice + Outbound for WordPress | Frontdesk,"Native WooCommerce AI integration via the WooCommerce REST API. Coexists with Tidio, AutomateWoo, Klaviyo. Adds voice + outbound + marketplace layer.","The AI receptionist for WooCommerce, WordPress, and WooCommerce Subscriptions",20
https://www.myaifrontdesk.com/salesforce-alternative,salesforce-alternative,Best Salesforce Alternative (2026): The AI CRM That Fills I…,"Looking for a Salesforce alternative? Frontdesk auto-enriches every lead from real calls, texts, and emails, start for free, AI agents included. Compare side b…",The Salesforce alternative that fills itself in.,17
https://www.myaifrontdesk.com/terms-of-service,terms-of-service,"Terms and Conditions | AI Front Desk, Inc.","Terms and Conditions for AI Front Desk, Inc. governing use of myaifrontdesk.com and our AI phone receptionist services. Effective October 14, 2024.","TERMS AND CONDITIONS OF AI FRONT DESK, INC.",20
https://www.myaifrontdesk.com/testimonials/artisan-homes,testimonials,Artisan Homes Case Study | Frontdesk,"A boutique builder replaced fragmented answering services with one trained AI receptionist for warranty, sales, and always-on website chat, without growing hea…",How Artisan Homes Improved Warranty Scores by 12%,13
https://www.myaifrontdesk.com/testimonials/clear-speech-therapy,testimonials,Clear Speech Case Study | Frontdesk,"A high-volume therapy clinic improved referral capture, removed administrative backlog, and added multilingual phone support without proportional hiring.",How Clear Speech & Language Reduced Waitlist to 0,13
https://www.myaifrontdesk.com/testimonials/elegant-comfort,testimonials,Elegant Comfort Case Study | Frontdesk,"A high-volume bedding manufacturer replaced dozens of weekly phone hours with structured AI receptionist flows, SMS follow-up, and wholesale-specific routing.",How Elegant Comfort Eliminated 55 Hours of Weekly Phone Calls,13
https://www.myaifrontdesk.com/testimonials/freak-bros-pizza,testimonials,Freak Brothers Pizza Case Study: 0% to 100% Calls Answered…,"A Phoenix pizza shop that used to send every call to voicemail now answers every order live with Frontdesk AI. Result: $11K+ weekly revenue recovered, 47% orde…",How Freak Brothers Pizza Went From Answering 0% of Calls to 100% and Lifted Order Volume 47%,13
https://www.myaifrontdesk.com/testimonials/garman-homes,testimonials,Garman Homes Case Study | Frontdesk,"Garman Homes used always-on AI receptionist workflows to qualify inbound buyers, book visits, and push clean data into CRM, reducing manual phone filtering for…",How Garman Homes Generated $800K+ in 1 Month,13
https://www.myaifrontdesk.com/testimonials/provest-realty,testimonials,Provest Realty Case Study | Frontdesk,"A property management firm cut daylong phone interruptions, improved intent-based routing, and gave tenants and prospects structured answers outside business h…","How Provest Realty Handles 1,600 Calls a Month with AI",13
https://www.myaifrontdesk.com/testimonials/samson-properties,testimonials,Samson Properties Case Study | Frontdesk,"A 47-office brokerage consolidated voice, SMS, and web chat into one always-on front office, with operations-level visibility across every channel.","How Samson Properties Unified Support for 6,500+ Agents",13
https://www.myaifrontdesk.com/testimonials/st-george-associates,testimonials,St. George Associates Case Study | Frontdesk,A 600+ tenant student housing operator next to UCSB and Santa Barbara City College replaced redundant front-desk calls with an always-on AI receptionist. Freei…,How St. George Associates Meets the Demand of UCSB & SBCC Students,13
https://www.myaifrontdesk.com/testimonials/trade-recalls,testimonials,Trade Recalls Case Study | Frontdesk,Personalized AI voice outreach plus SMS follow-up turned recall campaigns into a measured booking and revenue channel for dealership service lanes.,How Trade Recalls Generated $33K in 5 Days,13
https://www.myaifrontdesk.com/testimonials/united-porte,testimonials,United Porté Case Study | Frontdesk,"A door manufacturer and distributor replaced missed calls and misrouted transfers with intent-based routing, structured lead capture, and overnight coverage ac…","How United Porté Handles 1,600+ Calls/Month and Saves ~80 Hours",13
https://www.myaifrontdesk.com/therapy,therapy,"AI for Therapy Practices. Speech, ABA, Mental Health, OT, P…","HIPAA-compliant AI front office for therapy practices. 24/7 intake, scheduling, waitlist fill, insurance verification. For SimplePractice, TherapyNotes, Jane A…",The HIPAA-compliant AI front office for therapy practices,15
https://www.myaifrontdesk.com/therapy/ai-insurance-eligibility-verification,therapy,AI Insurance Eligibility Verification for Therapy | Frontdesk,"AI insurance eligibility verification for therapy. Real-time via Availity, Office Ally, Trizetto, Waystar, Change Healthcare. BCBS, Aetna, Medicaid, Medicare.",AI insurance eligibility verification that checks every payor before the first session,20
https://www.myaifrontdesk.com/therapy/ai-receptionist-aba-therapy,therapy,AI Receptionist for ABA Therapy & Autism Services | Frontdesk,"24/7 AI receptionist for ABA clinics. Parent intake, BCBA scheduling, Medicaid verification, waitlist fill. Works with CentralReach, Rethink, Catalyst.",The AI receptionist built for ABA clinics and autism services,20
https://www.myaifrontdesk.com/therapy/ai-receptionist-mental-health,therapy,AI Receptionist for Mental Health & Counseling | Frontdesk,"24/7 HIPAA-compliant AI receptionist for therapists. Intake, scheduling, insurance, no-show recovery, crisis triage. SimplePractice, TherapyNotes, TheraNest.",The AI receptionist built for mental health and counseling practices,20
https://www.myaifrontdesk.com/therapy/ai-receptionist-speech-therapy,therapy,AI Receptionist for Speech Therapy & SLP Clinics | Frontdesk,"24/7 AI receptionist for SLP clinics. Pediatric intake, evaluation booking, Medicaid verification, waitlist fill. Works with SimplePractice, TherapyNotes, Fusi…",The AI receptionist built for speech therapy practices and SLP clinics,20
https://www.myaifrontdesk.com/therapy/ai-therapy-no-show-recovery,therapy,AI Therapy No-Show Recovery | 5-Minute Rebook | Frontdesk,"AI no-show recovery for therapy. Autonomous voice + SMS within 5 minutes. Works with SimplePractice, TherapyNotes, Jane App, CentralReach. HIPAA-compliant.",AI no-show recovery that books the slot before the hour is lost,20
https://www.myaifrontdesk.com/therapy/centralreach-ai-integration,therapy,CentralReach AI Integration for ABA. Parent Voice + RBT Backfill | Frontdesk,"AI receptionist for CentralReach ABA. 24/7 parent voice, 5-min RBT backfill, Medicaid verification, IEP coordination. HIPAA-compliant with BAA.",The AI receptionist built to extend CentralReach for ABA,20
https://www.myaifrontdesk.com/therapy/jane-app-ai-integration,therapy,Jane App AI Integration. Multi-Discipline Voice + Recall | Frontdesk,"AI receptionist for Jane App. 24/7 multi-discipline voice, outbound recall, waitlist fill, Jane Payments. HIPAA-compliant with BAA + audit logs.",The AI receptionist built for Jane App multi-discipline clinics,20
https://www.myaifrontdesk.com/therapy/reports,therapy,Therapy AI Reports & Research | Frontdesk,"Therapy AI industry reports, benchmarks, comparisons, and buyer guides. SimplePractice vs TherapyNotes vs Jane App, CentralReach vs Rethink, AI ROI in therapy…","Industry reports, ROI benchmarks, and AI comparisons for therapy practices",12
https://www.myaifrontdesk.com/therapy/simplepractice-ai-integration,therapy,SimplePractice AI Integration. Voice + Outbound + Waitlist | Frontdesk,"AI receptionist for SimplePractice. 24/7 voice, outbound recall, 5-min cancellation backfill, eligibility verification. HIPAA-compliant by design.",The AI receptionist built to extend SimplePractice,20
https://www.myaifrontdesk.com/therapy/therapynotes-ai-integration,therapy,TherapyNotes AI Integration. Voice + Outbound + Crisis | Frontdesk,"AI receptionist for TherapyNotes. 24/7 voice, outbound recall, waitlist fill, crisis triage, eligibility. HIPAA-compliant with BAA + audit logs.",The AI receptionist purpose-built for TherapyNotes practices,20
https://www.myaifrontdesk.com/therapy/tools,therapy,"Free Therapy AI Tools. ROI Calculator, Prompt Pack & More | Frontdesk","Free HIPAA-conscious AI tools for therapy practices: ROI calculator, prompt library, front-desk script generator, and readiness quiz. Built for SimplePractice, TherapyNotes, Jane App, CentralReach, and TheraNest.","HIPAA-conscious AI tools, calculators & prompt packs for therapy practices",13
https://www.myaifrontdesk.com/therapy/tools/prompt-library,therapy,"Therapy AI Prompt Library. Intake, Scheduling, No-Show Recovery | Frontdesk","Free HIPAA-conscious AI prompts for therapy practices: intake, appointment reminders, no-show recovery, insurance verification, and waitlist outreach. Tuned for SimplePractice, TherapyNotes, Jane App, and CentralReach.",Therapy & Behavioral Health AI Prompt Library,14
https://www.myaifrontdesk.com/therapy/tools/roi-calculator,therapy,Therapy AI ROI Calculator. Hours & No-Show Savings | Frontdesk,"Free interactive calculator: estimate front-desk hours saved, no-shows recovered, and payback period from running AI for your therapy practice on SimplePractice, TherapyNotes, Jane App, or CentralReach.",Therapy Practice AI ROI Calculator,14
https://www.myaifrontdesk.com/white-label,white-label,White-Label AI Receptionist. Frontdesk Partner,"Resell Frontdesk AI phone, chat, and SMS under your brand: custom domain, your pricing, Stripe rebilling, and a full automation stack without building voice in…",Resell AI receptionists under your brand.,20
https://www.myaifrontdesk.com/zoho-crm-alternative,zoho-crm-alternative,Best Zoho CRM Alternative (2026): The AI CRM That Fills Its…,"Looking for a Zoho CRM alternative? Frontdesk auto-enriches every lead from real calls, texts, and emails, start for free, AI agents included. Compare side by…",The Zoho CRM alternative that fills itself in.,17
