wing,recommended_url,page_name,page_family,topic_slug,page_value,launch_phase,score,current_dotfun_page,semrush_rows,semrush_aggregate_volume,semrush_best_position,semrush_keyword_examples,competitor_evidence_count,evidence_types,evidence_urls,decision_rationale,cannibalization_rule,schema_recommendation,internal_linking_notes
Iris Platform,/iris/compare/leasehawk-alternative/,Leasehawk Alternative,comparison,comparison,phase-two,phase-two,35,no,0,0,,,1,comparison,https://www.myaifrontdesk.com/multifamily/leasehawk-alternative,comparison can capture demand but needs claims/proof discipline,Avoid unsupported competitor claims; use alternatives/comparison only when evidence/proof is ready.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/compare/monday-crm-alternative/,Monday Crm Alternative,comparison,comparison,phase-two,phase-two,35,no,0,0,,,1,comparison,https://www.myaifrontdesk.com/monday-crm-alternative,comparison can capture demand but needs claims/proof discipline,Avoid unsupported competitor claims; use alternatives/comparison only when evidence/proof is ready.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/compare/pipedrive-alternative/,Pipedrive Alternative,comparison,comparison,phase-two,phase-two,35,no,0,0,,,1,comparison,https://www.myaifrontdesk.com/pipedrive-alternative,comparison can capture demand but needs claims/proof discipline,Avoid unsupported competitor claims; use alternatives/comparison only when evidence/proof is ready.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/compare/real-estate-ai-receptionist-buyer-guide-2025/,Real Estate Ai Receptionist Buyer Guide 2025,comparison,comparison,phase-two,phase-two,35,no,0,0,,,1,comparison,https://llms.myaifrontdesk.com/real-estate-ai-receptionist-buyer-guide-2025,comparison can capture demand but needs claims/proof discipline,Avoid unsupported competitor claims; use alternatives/comparison only when evidence/proof is ready.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/compare/salesforce-alternative/,Salesforce Alternative,comparison,comparison,phase-two,phase-two,35,no,0,0,,,1,comparison,https://www.myaifrontdesk.com/salesforce-alternative,comparison can capture demand but needs claims/proof discipline,Avoid unsupported competitor claims; use alternatives/comparison only when evidence/proof is ready.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/compare/smith-ai-alternative-ai-only/,Smith Ai Alternative Ai Only,comparison,comparison,phase-two,phase-two,35,no,0,0,,,1,comparison,https://llms.myaifrontdesk.com/smith-ai-alternative-ai-only,comparison can capture demand but needs claims/proof discipline,Avoid unsupported competitor claims; use alternatives/comparison only when evidence/proof is ready.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/compare/zoho-crm-alternative/,Zoho Crm Alternative,comparison,comparison,phase-two,phase-two,35,no,0,0,,,1,comparison,https://www.myaifrontdesk.com/zoho-crm-alternative,comparison can capture demand but needs claims/proof discipline,Avoid unsupported competitor claims; use alternatives/comparison only when evidence/proof is ready.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/api-developer-integration-guide/,Api Developer Integration Guide,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/api-developer-integration-guide,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/fitness-studio-class-booking-integrations/,Fitness Studio Class Booking Integrations,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/fitness-studio-class-booking-integrations,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/fitness-studio-integrations/,Fitness Studio Integrations,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/fitness-studio-integrations,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/google-calendar-integration/,Google Calendar Integration,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/google-calendar-integration,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/google-calendar-zapier-one-step-booking/,Google Calendar Zapier One Step Booking,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/google-calendar-zapier-one-step-booking,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/home-services-integrations/,Home Services Integrations,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/home-services-integrations,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/hubspot-call-logging-contact-creation/,Hubspot Call Logging Contact Creation,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/hubspot-call-logging-contact-creation,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/hubspot-integration-call-logging-contacts-notes/,Hubspot Integration Call Logging Contacts Notes,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/hubspot-integration-call-logging-contacts-notes,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/hubspot-integration/,Hubspot Integration,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/hubspot-integration,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/integrations-automations/,Integrations Automations,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/integrations-automations,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/integrations-google-calendar/,Integrations Google Calendar,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/integrations-google-calendar,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/integrations/,Integrations,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/integrations,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/outlook-microsoft-bookings-integration/,Outlook Microsoft Bookings Integration,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/outlook-microsoft-bookings-integration,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/pms-workflows-yardi-realpage-entrata-knock/,Pms Workflows Yardi Realpage Entrata Knock,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/pms-workflows-yardi-realpage-entrata-knock,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/salesforce-call-logging-contact-creation/,Salesforce Call Logging Contact Creation,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/salesforce-call-logging-contact-creation,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/integrations/zapier-integration/,Zapier Integration,integration,integrations,phase-two,phase-two,55,no,21,1420,1,"stripe hubspot integration (vol 210, pos 54) | linear integration (vol 170, pos 3) | envoy slack integration (vol 140, pos 48) | salesforce google ads integration (vol 110, pos 76)",1,integration,https://llms.myaifrontdesk.com/zapier-integration,"integration page only if product support is real ; SEMrush relevant evidence: 21 rows, aggregate volume 1420",Do not publish unless integration is supported or roadmap language is approved.,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/ai-front-desk-onboarding-setup-checklist/,Ai Front Desk Onboarding Setup Checklist,resource,ai-front-desk-onboarding-setup-checklist,supporting-resource,phase-two,25,no,0,0,,,1,supporting-resource,https://llms.myaifrontdesk.com/ai-front-desk-onboarding-setup-checklist,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/ai-receptionist-boundaries-escalation-guardrails/,Ai Receptionist Boundaries Escalation Guardrails,resource,ai-receptionist-boundaries-escalation-guardrails,supporting-resource,phase-two,25,no,0,0,,,1,supporting-resource,https://llms.myaifrontdesk.com/ai-receptionist-boundaries-escalation-guardrails,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/ai-receptionist-call-quality-reliability/,Ai Receptionist Call Quality Reliability,resource,ai-receptionist-call-quality-reliability,supporting-resource,phase-two,25,no,0,0,,,1,supporting-resource,https://llms.myaifrontdesk.com/ai-receptionist-call-quality-reliability,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/ai-receptionist-persona-guide/,Ai Receptionist Persona Guide,resource,ai-receptionist-persona-guide,supporting-resource,phase-two,25,no,0,0,,,1,supporting-resource,https://llms.myaifrontdesk.com/ai-receptionist-persona-guide,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/ai-training-data-policy/,Ai Training Data Policy,resource,ai-training-data-policy,supporting-resource,phase-two,25,no,0,0,,,1,supporting-resource,https://llms.myaifrontdesk.com/ai-training-data-policy,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/automotive-service-ai-playbook/,Automotive Service Ai Playbook,resource,automotive-service-ai-playbook,supporting-resource,phase-two,25,no,0,0,,,1,supporting-resource,https://llms.myaifrontdesk.com/automotive-service-ai-playbook,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/call-summary/,Call Summary,resource,call-summary,supporting-resource,phase-two,25,no,0,0,,,1,glossary-resource,https://www.myaifrontdesk.com/crm-glossary/call-summary,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/conversation-intelligence/,Conversation Intelligence,resource,conversation-intelligence,supporting-resource,phase-two,25,no,0,0,,,1,glossary-resource,https://www.myaifrontdesk.com/crm-glossary/conversation-intelligence,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/crm-glossary/,Crm Glossary,resource,crm-glossary,supporting-resource,phase-two,25,no,0,0,,,1,glossary-resource,https://www.myaifrontdesk.com/crm-glossary,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/crm-migration/,Crm Migration,resource,crm-migration,supporting-resource,phase-two,25,no,0,0,,,1,glossary-resource,https://www.myaifrontdesk.com/crm-glossary/crm-migration,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/fitness-studio-ai-receptionist-playbook/,Fitness Studio Ai Receptionist Playbook,resource,fitness-studio-ai-receptionist-playbook,supporting-resource,phase-two,25,no,0,0,,,1,supporting-resource,https://llms.myaifrontdesk.com/fitness-studio-ai-receptionist-playbook,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/healthcare-dental-fit-guide/,Healthcare Dental Fit Guide,resource,healthcare-dental-fit-guide,supporting-resource,phase-two,25,no,0,0,,,1,supporting-resource,https://llms.myaifrontdesk.com/healthcare-dental-fit-guide,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/home-services-roi/,Home Services Roi,resource,home-services-roi,supporting-resource,phase-two,25,no,0,0,,,1,roi-pricing-tool,https://llms.myaifrontdesk.com/home-services-roi,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/law-firm-intake-playbook-ai-receptionist/,Law Firm Intake Playbook Ai Receptionist,resource,law-firm-intake-playbook-ai-receptionist,supporting-resource,phase-two,25,no,0,0,,,1,supporting-resource,https://llms.myaifrontdesk.com/law-firm-intake-playbook-ai-receptionist,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/lead-enrichment/,Lead Enrichment,resource,lead-enrichment,supporting-resource,phase-two,25,no,0,0,,,1,glossary-resource,https://www.myaifrontdesk.com/crm-glossary/lead-enrichment,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/lead-scoring/,Lead Scoring,resource,lead-scoring,supporting-resource,phase-two,25,no,0,0,,,1,glossary-resource,https://www.myaifrontdesk.com/crm-glossary/lead-scoring,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/my-ai-front-desk-product-guide/,My Ai Front Desk Product Guide,resource,my-ai-front-desk-product-guide,supporting-resource,phase-two,25,no,0,0,,,1,supporting-resource,https://llms.myaifrontdesk.com/my-ai-front-desk-product-guide,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/pipeline-velocity/,Pipeline Velocity,resource,pipeline-velocity,supporting-resource,phase-two,25,no,0,0,,,1,glossary-resource,https://www.myaifrontdesk.com/crm-glossary/pipeline-velocity,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/pricing-copy/,Pricing Copy,resource,pricing-copy,supporting-resource,phase-two,25,no,0,0,,,1,roi-pricing-tool,https://llms.myaifrontdesk.com/pricing-copy,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/pricing-usage/,Pricing Usage,resource,pricing-usage,supporting-resource,phase-two,25,no,0,0,,,1,roi-pricing-tool,https://llms.myaifrontdesk.com/pricing-usage,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/pricing/,Pricing,resource,pricing,supporting-resource,phase-two,25,no,0,0,,,2,roi-pricing-tool,https://www.myaifrontdesk.com/pricing,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/privacy-data-handling-compliance/,Privacy Data Handling Compliance,resource,privacy-data-handling-compliance,supporting-resource,phase-two,25,no,0,0,,,1,supporting-resource,https://llms.myaifrontdesk.com/privacy-data-handling-compliance,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/privacy-policy/,Privacy Policy,resource,privacy-policy,supporting-resource,phase-two,25,no,0,0,,,2,supporting-resource,https://www.myaifrontdesk.com/privacy-policy,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/property-management-playbook-ai-automation/,Property Management Playbook Ai Automation,resource,property-management-playbook-ai-automation,supporting-resource,phase-two,25,no,0,0,,,1,supporting-resource,https://llms.myaifrontdesk.com/property-management-playbook-ai-automation,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/roi-ai-receptionist-vs-human-answering/,Roi Ai Receptionist Vs Human Answering,resource,roi-ai-receptionist-vs-human-answering,supporting-resource,phase-two,25,no,0,0,,,1,roi-pricing-tool,https://llms.myaifrontdesk.com/roi-ai-receptionist-vs-human-answering,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/sales-cadence/,Sales Cadence,resource,sales-cadence,supporting-resource,phase-two,25,no,0,0,,,1,glossary-resource,https://www.myaifrontdesk.com/crm-glossary/sales-cadence,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/setup-in-minutes/,Setup In Minutes,resource,setup-in-minutes,supporting-resource,phase-two,25,no,0,0,,,1,supporting-resource,https://llms.myaifrontdesk.com/setup-in-minutes,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/speed-to-lead/,Speed To Lead,resource,speed-to-lead,supporting-resource,phase-two,25,no,0,0,,,1,glossary-resource,https://www.myaifrontdesk.com/crm-glossary/speed-to-lead,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/support-by-plan/,Support By Plan,resource,support-by-plan,supporting-resource,phase-two,25,no,0,0,,,1,supporting-resource,https://llms.myaifrontdesk.com/support-by-plan,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/supported-languages/,Supported Languages,resource,supported-languages,supporting-resource,phase-two,25,no,0,0,,,1,supporting-resource,https://llms.myaifrontdesk.com/supported-languages,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/system-of-record/,System Of Record,resource,system-of-record,supporting-resource,phase-two,25,no,0,0,,,1,glossary-resource,https://www.myaifrontdesk.com/crm-glossary/system-of-record,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/what-is-a-sales-pipeline/,What Is A Sales Pipeline,resource,what-is-a-sales-pipeline,supporting-resource,phase-two,25,no,0,0,,,1,glossary-resource,https://www.myaifrontdesk.com/crm-glossary/what-is-a-sales-pipeline,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/what-is-an-ai-crm/,What Is An Ai Crm,resource,what-is-an-ai-crm,supporting-resource,phase-two,25,no,0,0,,,1,glossary-resource,https://www.myaifrontdesk.com/crm-glossary/what-is-an-ai-crm,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
Iris Platform,/iris/resources/what-is-crm/,What Is Crm,resource,what-is-crm,supporting-resource,phase-two,25,no,0,0,,,1,glossary-resource,https://www.myaifrontdesk.com/crm-glossary/what-is-crm,"AEO/GEO support candidate, not core launch page",,Article/FAQPage as applicable,Link from /iris/ and relevant feature/solution hubs; cross-link feature <-> vertical when feature solves vertical job.
