wing,candidate,candidate_url,evidence_source,evidence_url,evidence_count,evidence_type,page_value_initial,implication,additional_evidence
Iris Platform,Pricing,/iris/resources/pricing/,My AI Front Desk,https://www.myaifrontdesk.com/pricing,2,roi-pricing-tool,needs-scoring,Supporting AEO/GEO resource candidate., | https://llms.myaifrontdesk.com/pricing
Iris Platform,Ai Phone Receptionist,/iris/features/ai-phone-receptionist/,My AI Front Desk,https://www.myaifrontdesk.com/platform/ai-phone-receptionist,1,feature,needs-scoring,Validate as Iris feature page if product capability exists.,
Iris Platform,Ai Web Chatbot,/iris/features/ai-web-chatbot/,My AI Front Desk,https://www.myaifrontdesk.com/platform/ai-web-chatbot,1,feature,needs-scoring,Validate as Iris feature page if product capability exists.,
Iris Platform,Sms Texting Agent,/iris/features/sms-texting-agent/,My AI Front Desk,https://www.myaifrontdesk.com/platform/sms-texting-agent,1,feature,needs-scoring,Validate as Iris feature page if product capability exists.,
Iris Platform,Ai Crm,/iris/features/ai-crm/,My AI Front Desk,https://www.myaifrontdesk.com/platform/ai-crm,1,feature,needs-scoring,Validate as Iris feature page if product capability exists.,
Iris Platform,Dashboards Reporting,/iris/features/dashboards-reporting/,My AI Front Desk,https://www.myaifrontdesk.com/platform/dashboards-reporting,1,feature,needs-scoring,Validate as Iris feature page if product capability exists.,
Iris Platform,Website Forms,/iris/features/website-forms/,My AI Front Desk,https://www.myaifrontdesk.com/platform/website-forms,1,feature,needs-scoring,Validate as Iris feature page if product capability exists.,
Iris Platform,Ai Calendar,/iris/features/ai-calendar/,My AI Front Desk,https://www.myaifrontdesk.com/platform/ai-calendar,1,feature,needs-scoring,Validate as Iris feature page if product capability exists.,
Iris Platform,Automated Outbound Calls,/iris/features/automated-outbound-calls/,My AI Front Desk,https://www.myaifrontdesk.com/platform/automated-outbound-calls,1,feature,needs-scoring,Validate as Iris feature page if product capability exists.,
Iris Platform,Smart Tickets,/iris/features/smart-tickets/,My AI Front Desk,https://www.myaifrontdesk.com/platform/smart-tickets,1,feature,needs-scoring,Validate as Iris feature page if product capability exists.,
Iris Platform,Smart Notifications,/iris/features/smart-notifications/,My AI Front Desk,https://www.myaifrontdesk.com/platform/smart-notifications,1,feature,needs-scoring,Validate as Iris feature page if product capability exists.,
Iris Platform,Automated Outbound Sms,/iris/features/automated-outbound-sms/,My AI Front Desk,https://www.myaifrontdesk.com/platform/automated-outbound-sms,1,feature,needs-scoring,Validate as Iris feature page if product capability exists.,
Iris Platform,Crm Reimagined For The Ai Age,/iris/compare/crm-reimagined-for-the-ai-age/,My AI Front Desk,https://www.myaifrontdesk.com/crm-reimagined-for-the-ai-age,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Multifamily,/iris/solutions/multifamily/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Retail,/iris/solutions/retail/,My AI Front Desk,https://www.myaifrontdesk.com/retail,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Therapy,/iris/solutions/therapy/,My AI Front Desk,https://www.myaifrontdesk.com/therapy,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Residential Property Management,/iris/solutions/residential-property-management/,My AI Front Desk,https://www.myaifrontdesk.com/industries-we-serve/residential-property-management,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Real Estate,/iris/solutions/real-estate/,My AI Front Desk,https://www.myaifrontdesk.com/industries-we-serve/real-estate,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Accounting Firms,/iris/solutions/accounting-firms/,My AI Front Desk,https://www.myaifrontdesk.com/industries-we-serve/accounting-firms,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Legal,/iris/solutions/legal/,My AI Front Desk,https://www.myaifrontdesk.com/industries-we-serve/legal,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Automotive,/iris/solutions/automotive/,My AI Front Desk,https://www.myaifrontdesk.com/industries-we-serve/automotive,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Web Voicebot,/iris/features/ai-web-voicebot/,My AI Front Desk,https://www.myaifrontdesk.com/platform/ai-web-voicebot,1,feature,needs-scoring,Validate as Iris feature page if product capability exists.,
Iris Platform,Pbx Call Capture,/iris/features/pbx-call-capture/,My AI Front Desk,https://www.myaifrontdesk.com/platform/pbx-call-capture,1,feature,needs-scoring,Validate as Iris feature page if product capability exists.,
Iris Platform,In Person Meeting Capture,/iris/features/in-person-meeting-capture/,My AI Front Desk,https://www.myaifrontdesk.com/platform/in-person-meeting-capture,1,feature,needs-scoring,Validate as Iris feature page if product capability exists.,
Iris Platform,Ai Leasing Agent,/iris/solutions/ai-leasing-agent/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/ai-leasing-agent,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Tour No Show Recovery,/iris/solutions/ai-tour-no-show-recovery/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/ai-tour-no-show-recovery,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Maintenance Request Intake,/iris/solutions/ai-maintenance-request-intake/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/ai-maintenance-request-intake,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Rent Delinquency Collections,/iris/solutions/ai-rent-delinquency-collections/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/ai-rent-delinquency-collections,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Lease Renewal Outreach,/iris/solutions/ai-lease-renewal-outreach/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/ai-lease-renewal-outreach,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Yardi Ai Integration,/iris/solutions/yardi-ai-integration/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/yardi-ai-integration,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Realpage Ai Integration,/iris/solutions/realpage-ai-integration/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/realpage-ai-integration,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Appfolio Ai Integration,/iris/solutions/appfolio-ai-integration/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/appfolio-ai-integration,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Entrata Ai Integration,/iris/solutions/entrata-ai-integration/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/entrata-ai-integration,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Buildium Ai Integration,/iris/solutions/buildium-ai-integration/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/buildium-ai-integration,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Elise Ai Alternative,/iris/compare/elise-ai-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/elise-ai-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Funnel Leasing Alternative,/iris/compare/funnel-leasing-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/funnel-leasing-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Knock Crm Alternative,/iris/compare/knock-crm-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/knock-crm-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Leasehawk Alternative,/iris/compare/leasehawk-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/leasehawk-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Appfolio Leasing Ai,/iris/solutions/appfolio-leasing-ai/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/appfolio-leasing-ai,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Yardi Ai Leasing Agent,/iris/solutions/yardi-ai-leasing-agent/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/yardi-ai-leasing-agent,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai For Property Managers,/iris/solutions/ai-for-property-managers/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/ai-for-property-managers,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Tools,/iris/solutions/tools/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/tools,3,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource., | https://www.myaifrontdesk.com/retail/tools | https://www.myaifrontdesk.com/therapy/tools
Iris Platform,Roi Calculator,/iris/solutions/roi-calculator/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/tools/roi-calculator,3,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource., | https://www.myaifrontdesk.com/retail/tools/roi-calculator | https://www.myaifrontdesk.com/therapy/tools/roi-calculator
Iris Platform,Prompt Library,/iris/solutions/prompt-library/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/tools/prompt-library,3,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource., | https://www.myaifrontdesk.com/retail/tools/prompt-library | https://www.myaifrontdesk.com/therapy/tools/prompt-library
Iris Platform,Reports,/iris/solutions/reports/,My AI Front Desk,https://www.myaifrontdesk.com/multifamily/reports,3,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource., | https://www.myaifrontdesk.com/retail/reports | https://www.myaifrontdesk.com/therapy/reports
Iris Platform,Ai Store Receptionist,/iris/solutions/ai-store-receptionist/,My AI Front Desk,https://www.myaifrontdesk.com/retail/ai-store-receptionist,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Order Status Lookup,/iris/solutions/ai-order-status-lookup/,My AI Front Desk,https://www.myaifrontdesk.com/retail/ai-order-status-lookup,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Abandoned Cart Recovery,/iris/solutions/ai-abandoned-cart-recovery/,My AI Front Desk,https://www.myaifrontdesk.com/retail/ai-abandoned-cart-recovery,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Returns Management,/iris/solutions/ai-returns-management/,My AI Front Desk,https://www.myaifrontdesk.com/retail/ai-returns-management,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Amazon Seller Support,/iris/solutions/ai-amazon-seller-support/,My AI Front Desk,https://www.myaifrontdesk.com/retail/ai-amazon-seller-support,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Shopify Ai Integration,/iris/solutions/shopify-ai-integration/,My AI Front Desk,https://www.myaifrontdesk.com/retail/shopify-ai-integration,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Woocommerce Ai Integration,/iris/solutions/woocommerce-ai-integration/,My AI Front Desk,https://www.myaifrontdesk.com/retail/woocommerce-ai-integration,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Klaviyo Ai Integration,/iris/solutions/klaviyo-ai-integration/,My AI Front Desk,https://www.myaifrontdesk.com/retail/klaviyo-ai-integration,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Receptionist Aba Therapy,/iris/solutions/ai-receptionist-aba-therapy/,My AI Front Desk,https://www.myaifrontdesk.com/therapy/ai-receptionist-aba-therapy,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Receptionist Speech Therapy,/iris/solutions/ai-receptionist-speech-therapy/,My AI Front Desk,https://www.myaifrontdesk.com/therapy/ai-receptionist-speech-therapy,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Receptionist Mental Health,/iris/solutions/ai-receptionist-mental-health/,My AI Front Desk,https://www.myaifrontdesk.com/therapy/ai-receptionist-mental-health,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Therapy No Show Recovery,/iris/solutions/ai-therapy-no-show-recovery/,My AI Front Desk,https://www.myaifrontdesk.com/therapy/ai-therapy-no-show-recovery,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Insurance Eligibility Verification,/iris/solutions/ai-insurance-eligibility-verification/,My AI Front Desk,https://www.myaifrontdesk.com/therapy/ai-insurance-eligibility-verification,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Simplepractice Ai Integration,/iris/solutions/simplepractice-ai-integration/,My AI Front Desk,https://www.myaifrontdesk.com/therapy/simplepractice-ai-integration,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Therapynotes Ai Integration,/iris/solutions/therapynotes-ai-integration/,My AI Front Desk,https://www.myaifrontdesk.com/therapy/therapynotes-ai-integration,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Jane App Ai Integration,/iris/solutions/jane-app-ai-integration/,My AI Front Desk,https://www.myaifrontdesk.com/therapy/jane-app-ai-integration,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Centralreach Ai Integration,/iris/solutions/centralreach-ai-integration/,My AI Front Desk,https://www.myaifrontdesk.com/therapy/centralreach-ai-integration,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Crm Glossary,/iris/resources/crm-glossary/,My AI Front Desk,https://www.myaifrontdesk.com/crm-glossary,1,glossary-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,What Is Crm,/iris/resources/what-is-crm/,My AI Front Desk,https://www.myaifrontdesk.com/crm-glossary/what-is-crm,1,glossary-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,What Is An Ai Crm,/iris/resources/what-is-an-ai-crm/,My AI Front Desk,https://www.myaifrontdesk.com/crm-glossary/what-is-an-ai-crm,1,glossary-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,What Is A Sales Pipeline,/iris/resources/what-is-a-sales-pipeline/,My AI Front Desk,https://www.myaifrontdesk.com/crm-glossary/what-is-a-sales-pipeline,1,glossary-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Lead Scoring,/iris/resources/lead-scoring/,My AI Front Desk,https://www.myaifrontdesk.com/crm-glossary/lead-scoring,1,glossary-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Lead Enrichment,/iris/resources/lead-enrichment/,My AI Front Desk,https://www.myaifrontdesk.com/crm-glossary/lead-enrichment,1,glossary-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Speed To Lead,/iris/resources/speed-to-lead/,My AI Front Desk,https://www.myaifrontdesk.com/crm-glossary/speed-to-lead,1,glossary-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Pipeline Velocity,/iris/resources/pipeline-velocity/,My AI Front Desk,https://www.myaifrontdesk.com/crm-glossary/pipeline-velocity,1,glossary-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Sales Cadence,/iris/resources/sales-cadence/,My AI Front Desk,https://www.myaifrontdesk.com/crm-glossary/sales-cadence,1,glossary-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,System Of Record,/iris/resources/system-of-record/,My AI Front Desk,https://www.myaifrontdesk.com/crm-glossary/system-of-record,1,glossary-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Crm Migration,/iris/resources/crm-migration/,My AI Front Desk,https://www.myaifrontdesk.com/crm-glossary/crm-migration,1,glossary-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Conversation Intelligence,/iris/resources/conversation-intelligence/,My AI Front Desk,https://www.myaifrontdesk.com/crm-glossary/conversation-intelligence,1,glossary-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Call Summary,/iris/resources/call-summary/,My AI Front Desk,https://www.myaifrontdesk.com/crm-glossary/call-summary,1,glossary-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Best Crm For,/iris/solutions/best-crm-for/,My AI Front Desk,https://www.myaifrontdesk.com/best-crm-for,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Hubspot Alternative,/iris/compare/hubspot-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/hubspot-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Salesforce Alternative,/iris/compare/salesforce-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/salesforce-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Pipedrive Alternative,/iris/compare/pipedrive-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/pipedrive-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Zoho Crm Alternative,/iris/compare/zoho-crm-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/zoho-crm-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Monday Crm Alternative,/iris/compare/monday-crm-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/monday-crm-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Gohighlevel Alternative,/iris/compare/gohighlevel-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/gohighlevel-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Keap Alternative,/iris/compare/keap-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/keap-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Close Crm Alternative,/iris/compare/close-crm-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/close-crm-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Activecampaign Alternative,/iris/compare/activecampaign-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/activecampaign-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Copper Crm Alternative,/iris/compare/copper-crm-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/copper-crm-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Freshsales Alternative,/iris/compare/freshsales-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/freshsales-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Attio Alternative,/iris/compare/attio-alternative/,My AI Front Desk,https://www.myaifrontdesk.com/attio-alternative,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Privacy Policy,/iris/resources/privacy-policy/,My AI Front Desk,https://www.myaifrontdesk.com/privacy-policy,2,supporting-resource,needs-scoring,Supporting AEO/GEO resource candidate., | https://llms.myaifrontdesk.com/privacy-policy
